name,version,url,dependency,dependency_version
rRDP,1.32.0,https://www.bioconductor.org/packages/release/bioc/html/rRDP.html,Biostrings,
RcwlPipelines,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/RcwlPipelines.html,R,>= 3.6
RcwlPipelines,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/RcwlPipelines.html,Rcwl,
RcwlPipelines,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/RcwlPipelines.html,BiocFileCache,
RcwlPipelines,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/RcwlPipelines.html,rappdirs,
RcwlPipelines,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/RcwlPipelines.html,methods,
RcwlPipelines,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/RcwlPipelines.html,utils,
RcwlPipelines,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/RcwlPipelines.html,git2r,
RcwlPipelines,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/RcwlPipelines.html,httr,
RcwlPipelines,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/RcwlPipelines.html,S4Vectors,
Rcpi,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/Rcpi.html,R,>= 3.0.2
Rcpi,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/Rcpi.html,stats,
Rcpi,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/Rcpi.html,utils,
Rcpi,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/Rcpi.html,methods,
Rcpi,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/Rcpi.html,RCurl,
Rcpi,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/Rcpi.html,rjson,
Rcpi,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/Rcpi.html,foreach,
Rcpi,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/Rcpi.html,doParallel,
Rcpi,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/Rcpi.html,Biostrings,
Rcpi,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/Rcpi.html,GOSemSim,
Rcpi,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/Rcpi.html,rcdk,>= 3.3.8
ribor,1.10.0,https://www.bioconductor.org/packages/release/bioc/html/ribor.html,R,>= 3.6.0
ribor,1.10.0,https://www.bioconductor.org/packages/release/bioc/html/ribor.html,dplyr,
ribor,1.10.0,https://www.bioconductor.org/packages/release/bioc/html/ribor.html,ggplot2,
ribor,1.10.0,https://www.bioconductor.org/packages/release/bioc/html/ribor.html,hash,
ribor,1.10.0,https://www.bioconductor.org/packages/release/bioc/html/ribor.html,methods,
ribor,1.10.0,https://www.bioconductor.org/packages/release/bioc/html/ribor.html,rhdf5,
ribor,1.10.0,https://www.bioconductor.org/packages/release/bioc/html/ribor.html,rlang,
ribor,1.10.0,https://www.bioconductor.org/packages/release/bioc/html/ribor.html,stats,
ribor,1.10.0,https://www.bioconductor.org/packages/release/bioc/html/ribor.html,S4Vectors,
ribor,1.10.0,https://www.bioconductor.org/packages/release/bioc/html/ribor.html,tidyr,
ribor,1.10.0,https://www.bioconductor.org/packages/release/bioc/html/ribor.html,tools,
ribor,1.10.0,https://www.bioconductor.org/packages/release/bioc/html/ribor.html,yaml,
ArrayExpressHTS,1.47.0,https://www.bioconductor.org/packages/release/bioc/html/ArrayExpressHTS.html,sampling,
ArrayExpressHTS,1.47.0,https://www.bioconductor.org/packages/release/bioc/html/ArrayExpressHTS.html,Rsamtools,
ArrayExpressHTS,1.47.0,https://www.bioconductor.org/packages/release/bioc/html/ArrayExpressHTS.html,snow,
ArrayExpressHTS,1.47.0,https://www.bioconductor.org/packages/release/bioc/html/ArrayExpressHTS.html,Biobase,
ArrayExpressHTS,1.47.0,https://www.bioconductor.org/packages/release/bioc/html/ArrayExpressHTS.html,BiocGenerics,
ArrayExpressHTS,1.47.0,https://www.bioconductor.org/packages/release/bioc/html/ArrayExpressHTS.html,Biostrings,
ArrayExpressHTS,1.47.0,https://www.bioconductor.org/packages/release/bioc/html/ArrayExpressHTS.html,GenomicRanges,
ArrayExpressHTS,1.47.0,https://www.bioconductor.org/packages/release/bioc/html/ArrayExpressHTS.html,Hmisc,
ArrayExpressHTS,1.47.0,https://www.bioconductor.org/packages/release/bioc/html/ArrayExpressHTS.html,IRanges,
ArrayExpressHTS,1.47.0,https://www.bioconductor.org/packages/release/bioc/html/ArrayExpressHTS.html,R2HTML,
ArrayExpressHTS,1.47.0,https://www.bioconductor.org/packages/release/bioc/html/ArrayExpressHTS.html,RColorBrewer,
ArrayExpressHTS,1.47.0,https://www.bioconductor.org/packages/release/bioc/html/ArrayExpressHTS.html,Rsamtools,
ArrayExpressHTS,1.47.0,https://www.bioconductor.org/packages/release/bioc/html/ArrayExpressHTS.html,ShortRead,
ArrayExpressHTS,1.47.0,https://www.bioconductor.org/packages/release/bioc/html/ArrayExpressHTS.html,XML,
ArrayExpressHTS,1.47.0,https://www.bioconductor.org/packages/release/bioc/html/ArrayExpressHTS.html,biomaRt,
ArrayExpressHTS,1.47.0,https://www.bioconductor.org/packages/release/bioc/html/ArrayExpressHTS.html,edgeR,
ArrayExpressHTS,1.47.0,https://www.bioconductor.org/packages/release/bioc/html/ArrayExpressHTS.html,grDevices,
ArrayExpressHTS,1.47.0,https://www.bioconductor.org/packages/release/bioc/html/ArrayExpressHTS.html,graphics,
ArrayExpressHTS,1.47.0,https://www.bioconductor.org/packages/release/bioc/html/ArrayExpressHTS.html,methods,
ArrayExpressHTS,1.47.0,https://www.bioconductor.org/packages/release/bioc/html/ArrayExpressHTS.html,rJava,
ArrayExpressHTS,1.47.0,https://www.bioconductor.org/packages/release/bioc/html/ArrayExpressHTS.html,stats,
ArrayExpressHTS,1.47.0,https://www.bioconductor.org/packages/release/bioc/html/ArrayExpressHTS.html,svMisc,
ArrayExpressHTS,1.47.0,https://www.bioconductor.org/packages/release/bioc/html/ArrayExpressHTS.html,utils,
ArrayExpressHTS,1.47.0,https://www.bioconductor.org/packages/release/bioc/html/ArrayExpressHTS.html,sendmailR,
ArrayExpressHTS,1.47.0,https://www.bioconductor.org/packages/release/bioc/html/ArrayExpressHTS.html,bitops,
HilbertVis,1.56.0,https://www.bioconductor.org/packages/release/bioc/html/HilbertVis.html,R,>= 2.6.0
HilbertVis,1.56.0,https://www.bioconductor.org/packages/release/bioc/html/HilbertVis.html,grid,
HilbertVis,1.56.0,https://www.bioconductor.org/packages/release/bioc/html/HilbertVis.html,lattice,
tRNA,1.16.1,https://www.bioconductor.org/packages/release/bioc/html/tRNA.html,R,>= 3.5
tRNA,1.16.1,https://www.bioconductor.org/packages/release/bioc/html/tRNA.html,GenomicRanges,
tRNA,1.16.1,https://www.bioconductor.org/packages/release/bioc/html/tRNA.html,Structstrings,
tRNA,1.16.1,https://www.bioconductor.org/packages/release/bioc/html/tRNA.html,stringr,
tRNA,1.16.1,https://www.bioconductor.org/packages/release/bioc/html/tRNA.html,S4Vectors,
tRNA,1.16.1,https://www.bioconductor.org/packages/release/bioc/html/tRNA.html,methods,
tRNA,1.16.1,https://www.bioconductor.org/packages/release/bioc/html/tRNA.html,BiocGenerics,
tRNA,1.16.1,https://www.bioconductor.org/packages/release/bioc/html/tRNA.html,IRanges,
tRNA,1.16.1,https://www.bioconductor.org/packages/release/bioc/html/tRNA.html,XVector,
tRNA,1.16.1,https://www.bioconductor.org/packages/release/bioc/html/tRNA.html,Biostrings,
tRNA,1.16.1,https://www.bioconductor.org/packages/release/bioc/html/tRNA.html,Modstrings,
tRNA,1.16.1,https://www.bioconductor.org/packages/release/bioc/html/tRNA.html,ggplot2,
tRNA,1.16.1,https://www.bioconductor.org/packages/release/bioc/html/tRNA.html,scales,
Doscheda,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/Doscheda.html,R,>= 3.4
Doscheda,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/Doscheda.html,methods,
Doscheda,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/Doscheda.html,drc,
Doscheda,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/Doscheda.html,stats,
Doscheda,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/Doscheda.html,httr,
Doscheda,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/Doscheda.html,jsonlite,
Doscheda,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/Doscheda.html,reshape2,
Doscheda,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/Doscheda.html,vsn,
Doscheda,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/Doscheda.html,affy,
Doscheda,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/Doscheda.html,limma,
Doscheda,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/Doscheda.html,stringr,
Doscheda,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/Doscheda.html,ggplot2,
Doscheda,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/Doscheda.html,graphics,
Doscheda,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/Doscheda.html,grDevices,
Doscheda,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/Doscheda.html,calibrate,
Doscheda,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/Doscheda.html,corrgram,
Doscheda,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/Doscheda.html,gridExtra,
Doscheda,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/Doscheda.html,DT,
Doscheda,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/Doscheda.html,shiny,
Doscheda,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/Doscheda.html,shinydashboard,
Doscheda,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/Doscheda.html,readxl,
Doscheda,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/Doscheda.html,prodlim,
Doscheda,1.20.0,https://www.bioconductor.org/packages/release/bioc/html/Doscheda.html,matrixStats,
eegc,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/eegc.html,R,>= 3.4.0
eegc,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/eegc.html,R.utils,
eegc,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/eegc.html,gplots,
eegc,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/eegc.html,sna,
eegc,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/eegc.html,wordcloud,
eegc,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/eegc.html,igraph,
eegc,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/eegc.html,pheatmap,
eegc,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/eegc.html,edgeR,
eegc,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/eegc.html,DESeq2,
eegc,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/eegc.html,clusterProfiler,
eegc,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/eegc.html,S4Vectors,
eegc,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/eegc.html,ggplot2,
eegc,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/eegc.html,org.Hs.eg.db,
eegc,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/eegc.html,org.Mm.eg.db,
eegc,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/eegc.html,limma,
eegc,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/eegc.html,DOSE,
eegc,1.24.0,https://www.bioconductor.org/packages/release/bioc/html/eegc.html,AnnotationDbi,
geneplotter,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/geneplotter.html,R,>= 2.10
geneplotter,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/geneplotter.html,methods,
geneplotter,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/geneplotter.html,Biobase,
geneplotter,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/geneplotter.html,BiocGenerics,
geneplotter,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/geneplotter.html,lattice,
geneplotter,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/geneplotter.html,annotate,
geneplotter,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/geneplotter.html,AnnotationDbi,
geneplotter,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/geneplotter.html,graphics,
geneplotter,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/geneplotter.html,grDevices,
geneplotter,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/geneplotter.html,grid,
geneplotter,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/geneplotter.html,RColorBrewer,
geneplotter,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/geneplotter.html,stats,
geneplotter,1.76.0,https://www.bioconductor.org/packages/release/bioc/html/geneplotter.html,utils,
geneClassifiers,1.22.0,https://www.bioconductor.org/packages/release/bioc/html/geneClassifiers.html,R,>= 3.6.0
geneClassifiers,1.22.0,https://www.bioconductor.org/packages/release/bioc/html/geneClassifiers.html,utils,
geneClassifiers,1.22.0,https://www.bioconductor.org/packages/release/bioc/html/geneClassifiers.html,methods,
geneClassifiers,1.22.0,https://www.bioconductor.org/packages/release/bioc/html/geneClassifiers.html,stats,
geneClassifiers,1.22.0,https://www.bioconductor.org/packages/release/bioc/html/geneClassifiers.html,Biobase,
geneClassifiers,1.22.0,https://www.bioconductor.org/packages/release/bioc/html/geneClassifiers.html,BiocGenerics,
PathNet,1.38.0,https://www.bioconductor.org/packages/release/bioc/html/PathNet.html,,
timescape,1.22.0,https://www.bioconductor.org/packages/release/bioc/html/timescape.html,R,>= 3.3
timescape,1.22.0,https://www.bioconductor.org/packages/release/bioc/html/timescape.html,htmlwidgets,>= 0.5
timescape,1.22.0,https://www.bioconductor.org/packages/release/bioc/html/timescape.html,jsonlite,>= 0.9.19
timescape,1.22.0,https://www.bioconductor.org/packages/release/bioc/html/timescape.html,stringr,>= 1.0.0
timescape,1.22.0,https://www.bioconductor.org/packages/release/bioc/html/timescape.html,dplyr,>= 0.4.3
timescape,1.22.0,https://www.bioconductor.org/packages/release/bioc/html/timescape.html,gtools,>= 3.5.0
cytolib,2.10.1,https://www.bioconductor.org/packages/release/bioc/html/cytolib.html,R,>= 3.4
cytolib,2.10.1,https://www.bioconductor.org/packages/release/bioc/html/cytolib.html,RProtoBufLib,
iSEEhex,1.0.0,https://www.bioconductor.org/packages/release/bioc/html/iSEEhex.html,SummarizedExperiment,
iSEEhex,1.0.0,https://www.bioconductor.org/packages/release/bioc/html/iSEEhex.html,iSEE,
iSEEhex,1.0.0,https://www.bioconductor.org/packages/release/bioc/html/iSEEhex.html,ggplot2,
iSEEhex,1.0.0,https://www.bioconductor.org/packages/release/bioc/html/iSEEhex.html,hexbin,
iSEEhex,1.0.0,https://www.bioconductor.org/packages/release/bioc/html/iSEEhex.html,methods,
iSEEhex,1.0.0,https://www.bioconductor.org/packages/release/bioc/html/iSEEhex.html,shiny,
mAPKL,1.28.0,https://www.bioconductor.org/packages/release/bioc/html/mAPKL.html,R,>= 3.6.0
mAPKL,1.28.0,https://www.bioconductor.org/packages/release/bioc/html/mAPKL.html,Biobase,
mAPKL,1.28.0,https://www.bioconductor.org/packages/release/bioc/html/mAPKL.html,multtest,
mAPKL,1.28.0,https://www.bioconductor.org/packages/release/bioc/html/mAPKL.html,clusterSim,
mAPKL,1.28.0,https://www.bioconductor.org/packages/release/bioc/html/mAPKL.html,apcluster,
mAPKL,1.28.0,https://www.bioconductor.org/packages/release/bioc/html/mAPKL.html,limma,
mAPKL,1.28.0,https://www.bioconductor.org/packages/release/bioc/html/mAPKL.html,e1071,
mAPKL,1.28.0,https://www.bioconductor.org/packages/release/bioc/html/mAPKL.html,AnnotationDbi,
mAPKL,1.28.0,https://www.bioconductor.org/packages/release/bioc/html/mAPKL.html,methods,
mAPKL,1.28.0,https://www.bioconductor.org/packages/release/bioc/html/mAPKL.html,parmigene,
mAPKL,1.28.0,https://www.bioconductor.org/packages/release/bioc/html/mAPKL.html,igraph,
mAPKL,1.28.0,https://www.bioconductor.org/packages/release/bioc/html/mAPKL.html,reactome.db,
DEScan2,1.18.2,https://www.bioconductor.org/packages/release/bioc/html/DEScan2.html,R,>= 3.5
DEScan2,1.18.2,https://www.bioconductor.org/packages/release/bioc/html/DEScan2.html,GenomicRanges,
DEScan2,1.18.2,https://www.bioconductor.org/packages/release/bioc/html/DEScan2.html,BiocParallel,
DEScan2,1.18.2,https://www.bioconductor.org/packages/release/bioc/html/DEScan2.html,BiocGenerics,
DEScan2,1.18.2,https://www.bioconductor.org/packages/release/bioc/html/DEScan2.html,ChIPpeakAnno,
DEScan2,1.18.2,https://www.bioconductor.org/packages/release/bioc/html/DEScan2.html,data.table,
DEScan2,1.18.2,https://www.bioconductor.org/packages/release/bioc/html/DEScan2.html,DelayedArray,
DEScan2,1.18.2,https://www.bioconductor.org/packages/release/bioc/html/DEScan2.html,GenomeInfoDb,
DEScan2,1.18.2,https://www.bioconductor.org/packages/release/bioc/html/DEScan2.html,GenomicAlignments,
DEScan2,1.18.2,https://www.bioconductor.org/packages/release/bioc/html/DEScan2.html,glue,
DEScan2,1.18.2,https://www.bioconductor.org/packages/release/bioc/html/DEScan2.html,IRanges,
DEScan2,1.18.2,https://www.bioconductor.org/packages/release/bioc/html/DEScan2.html,plyr,
DEScan2,1.18.2,https://www.bioconductor.org/packages/release/bioc/html/DEScan2.html,Rcpp,>= 0.12.13
DEScan2,1.18.2,https://www.bioconductor.org/packages/release/bioc/html/DEScan2.html,rtracklayer,
DEScan2,1.18.2,https://www.bioconductor.org/packages/release/bioc/html/DEScan2.html,S4Vectors,
DEScan2,1.18.2,https://www.bioconductor.org/packages/release/bioc/html/DEScan2.html,SummarizedExperiment,
DEScan2,1.18.2,https://www.bioconductor.org/packages/release/bioc/html/DEScan2.html,tools,
DEScan2,1.18.2,https://www.bioconductor.org/packages/release/bioc/html/DEScan2.html,utils,
cBioPortalData,2.10.3,https://www.bioconductor.org/packages/release/bioc/html/cBioPortalData.html,R,>= 4.2.0
cBioPortalData,2.10.3,https://www.bioconductor.org/packages/release/bioc/html/cBioPortalData.html,AnVIL,
cBioPortalData,2.10.3,https://www.bioconductor.org/packages/release/bioc/html/cBioPortalData.html,MultiAssayExperiment,
cBioPortalData,2.10.3,https://www.bioconductor.org/packages/release/bioc/html/cBioPortalData.html,BiocFileCache,
cBioPortalData,2.10.3,https://www.bioconductor.org/packages/release/bioc/html/cBioPortalData.html,digest,
cBioPortalData,2.10.3,https://www.bioconductor.org/packages/release/bioc/html/cBioPortalData.html,dplyr,
cBioPortalData,2.10.3,https://www.bioconductor.org/packages/release/bioc/html/cBioPortalData.html,GenomeInfoDb,
cBioPortalData,2.10.3,https://www.bioconductor.org/packages/release/bioc/html/cBioPortalData.html,GenomicRanges,
cBioPortalData,2.10.3,https://www.bioconductor.org/packages/release/bioc/html/cBioPortalData.html,httr,
cBioPortalData,2.10.3,https://www.bioconductor.org/packages/release/bioc/html/cBioPortalData.html,IRanges,
cBioPortalData,2.10.3,https://www.bioconductor.org/packages/release/bioc/html/cBioPortalData.html,methods,
cBioPortalData,2.10.3,https://www.bioconductor.org/packages/release/bioc/html/cBioPortalData.html,readr,
cBioPortalData,2.10.3,https://www.bioconductor.org/packages/release/bioc/html/cBioPortalData.html,RaggedExperiment,
cBioPortalData,2.10.3,https://www.bioconductor.org/packages/release/bioc/html/cBioPortalData.html,RTCGAToolbox,
cBioPortalData,2.10.3,https://www.bioconductor.org/packages/release/bioc/html/cBioPortalData.html,S4Vectors,
cBioPortalData,2.10.3,https://www.bioconductor.org/packages/release/bioc/html/cBioPortalData.html,SummarizedExperiment,
cBioPortalData,2.10.3,https://www.bioconductor.org/packages/release/bioc/html/cBioPortalData.html,stats,
cBioPortalData,2.10.3,https://www.bioconductor.org/packages/release/bioc/html/cBioPortalData.html,tibble,
cBioPortalData,2.10.3,https://www.bioconductor.org/packages/release/bioc/html/cBioPortalData.html,tidyr,
cBioPortalData,2.10.3,https://www.bioconductor.org/packages/release/bioc/html/cBioPortalData.html,TCGAutils,
cBioPortalData,2.10.3,https://www.bioconductor.org/packages/release/bioc/html/cBioPortalData.html,utils,
biodbChebi,1.4.0,https://www.bioconductor.org/packages/release/bioc/html/biodbChebi.html,R,>= 4.1
biodbChebi,1.4.0,https://www.bioconductor.org/packages/release/bioc/html/biodbChebi.html,R6,
biodbChebi,1.4.0,https://www.bioconductor.org/packages/release/bioc/html/biodbChebi.html,biodb,
SeqGate,1.8.0,https://www.bioconductor.org/packages/release/bioc/html/SeqGate.html,S4Vectors,
SeqGate,1.8.0,https://www.bioconductor.org/packages/release/bioc/html/SeqGate.html,SummarizedExperiment,
SeqGate,1.8.0,https://www.bioconductor.org/packages/release/bioc/html/SeqGate.html,GenomicRanges,
SeqGate,1.8.0,https://www.bioconductor.org/packages/release/bioc/html/SeqGate.html,stats,
SeqGate,1.8.0,https://www.bioconductor.org/packages/release/bioc/html/SeqGate.html,methods,
SeqGate,1.8.0,https://www.bioconductor.org/packages/release/bioc/html/SeqGate.html,BiocManager,
gdsfmt,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/gdsfmt.html,R,>= 2.15.0
gdsfmt,1.34.0,https://www.bioconductor.org/packages/release/bioc/html/gdsfmt.html,methods,
NanoStringDiff,1.28.0,https://www.bioconductor.org/packages/release/bioc/html/NanoStringDiff.html,Biobase,
NanoStringDiff,1.28.0,https://www.bioconductor.org/packages/release/bioc/html/NanoStringDiff.html,matrixStats,
NanoStringDiff,1.28.0,https://www.bioconductor.org/packages/release/bioc/html/NanoStringDiff.html,methods,
NanoStringDiff,1.28.0,https://www.bioconductor.org/packages/release/bioc/html/NanoStringDiff.html,Rcpp,
MassArray,1.50.0,https://www.bioconductor.org/packages/release/bioc/html/MassArray.html,R,>= 2.10.0
MassArray,1.50.0,https://www.bioconductor.org/packages/release/bioc/html/MassArray.html,methods,
MassArray,1.50.0,https://www.bioconductor.org/packages/release/bioc/html/MassArray.html,graphics,
MassArray,1.50.0,https://www.bioconductor.org/packages/release/bioc/html/MassArray.html,grDevices,
MassArray,1.50.0,https://www.bioconductor.org/packages/release/bioc/html/MassArray.html,stats,
MassArray,1.50.0,https://www.bioconductor.org/packages/release/bioc/html/MassArray.html,utils,
Xeva,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/Xeva.html,R,>= 3.6
Xeva,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/Xeva.html,methods,
Xeva,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/Xeva.html,stats,
Xeva,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/Xeva.html,utils,
Xeva,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/Xeva.html,BBmisc,
Xeva,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/Xeva.html,Biobase,
Xeva,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/Xeva.html,grDevices,
Xeva,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/Xeva.html,ggplot2,
Xeva,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/Xeva.html,scales,
Xeva,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/Xeva.html,ComplexHeatmap,
Xeva,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/Xeva.html,parallel,
Xeva,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/Xeva.html,doParallel,
Xeva,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/Xeva.html,Rmisc,
Xeva,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/Xeva.html,grid,
Xeva,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/Xeva.html,nlme,
Xeva,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/Xeva.html,PharmacoGx,
Xeva,1.14.0,https://www.bioconductor.org/packages/release/bioc/html/Xeva.html,downloader,
FISHalyseR,1.32.0,https://www.bioconductor.org/packages/release/bioc/html/FISHalyseR.html,EBImage,
FISHalyseR,1.32.0,https://www.bioconductor.org/packages/release/bioc/html/FISHalyseR.html,abind,
codelink,1.66.0,https://www.bioconductor.org/packages/release/bioc/html/codelink.html,R,>= 2.10
codelink,1.66.0,https://www.bioconductor.org/packages/release/bioc/html/codelink.html,BiocGenerics,
codelink,1.66.0,https://www.bioconductor.org/packages/release/bioc/html/codelink.html,methods,
codelink,1.66.0,https://www.bioconductor.org/packages/release/bioc/html/codelink.html,Biobase,
codelink,1.66.0,https://www.bioconductor.org/packages/release/bioc/html/codelink.html,limma,
codelink,1.66.0,https://www.bioconductor.org/packages/release/bioc/html/codelink.html,annotate,
ExCluster,1.16.0,https://www.bioconductor.org/packages/release/bioc/html/ExCluster.html,Rsubread,
ExCluster,1.16.0,https://www.bioconductor.org/packages/release/bioc/html/ExCluster.html,GenomicRanges,
ExCluster,1.16.0,https://www.bioconductor.org/packages/release/bioc/html/ExCluster.html,rtracklayer,
ExCluster,1.16.0,https://www.bioconductor.org/packages/release/bioc/html/ExCluster.html,matrixStats,
ExCluster,1.16.0,https://www.bioconductor.org/packages/release/bioc/html/ExCluster.html,IRanges,
ExCluster,1.16.0,https://www.bioconductor.org/packages/release/bioc/html/ExCluster.html,stats,
ExCluster,1.16.0,https://www.bioconductor.org/packages/release/bioc/html/ExCluster.html,methods,
ExCluster,1.16.0,https://www.bioconductor.org/packages/release/bioc/html/ExCluster.html,grDevices,
ExCluster,1.16.0,https://www.bioconductor.org/packages/release/bioc/html/ExCluster.html,graphics,
ExCluster,1.16.0,https://www.bioconductor.org/packages/release/bioc/html/ExCluster.html,utils,
COCOA,2.12.0,https://www.bioconductor.org/packages/release/bioc/html/COCOA.html,R,>= 3.5
COCOA,2.12.0,https://www.bioconductor.org/packages/release/bioc/html/COCOA.html,GenomicRanges,
COCOA,2.12.0,https://www.bioconductor.org/packages/release/bioc/html/COCOA.html,BiocGenerics,
COCOA,2.12.0,https://www.bioconductor.org/packages/release/bioc/html/COCOA.html,S4Vectors,
COCOA,2.12.0,https://www.bioconductor.org/packages/release/bioc/html/COCOA.html,IRanges,
COCOA,2.12.0,https://www.bioconductor.org/packages/release/bioc/html/COCOA.html,data.table,
COCOA,2.12.0,https://www.bioconductor.org/packages/release/bioc/html/COCOA.html,ggplot2,
COCOA,2.12.0,https://www.bioconductor.org/packages/release/bioc/html/COCOA.html,Biobase,
COCOA,2.12.0,https://www.bioconductor.org/packages/release/bioc/html/COCOA.html,stats,
COCOA,2.12.0,https://www.bioconductor.org/packages/release/bioc/html/COCOA.html,methods,
COCOA,2.12.0,https://www.bioconductor.org/packages/release/bioc/html/COCOA.html,ComplexHeatmap,
COCOA,2.12.0,https://www.bioconductor.org/packages/release/bioc/html/COCOA.html,MIRA,
COCOA,2.12.0,https://www.bioconductor.org/packages/release/bioc/html/COCOA.html,tidyr,
